,comments,label,x,y
311,The RADAR option only shows the map and NOT the rainfall - Nokia Lumina 800.,1,9.034256,13.875964999999999
312,I find the radar images scroll through too fast.,1,13.761686,-17.101164
313,Where is the iphone app. Couldn't find it in App Search on my phone???,2,13.343729000000002,-3.8219477999999993
314,Please give wind direction in forecast. Very important to hay fever sufferers to know about northerlies in Melbourne.,3,22.946701,0.50264317
315,Radar has not loaded for over a week,1,18.567091,-15.056179
316,Could you add the range to the radar screen on the new mobile site?,1,-2.2412490000000003,-14.570835
317,Radar did not relate to the area searched.   Searched west launceston radar showed southern tas,1,-25.822782999999998,-3.237064
318,There are descrepencies between the website and this app of 3 degrees.  The app saus 29 degrees and BOM website says 32 degrees.  Which is correct.,2,9.655700999999999,-0.70527625
319,"The temp forecast on mobile site is different to the desktop site. For instance, today's temp for Central coast is 25 on mobile and 30 on desktop site. Why?",4,-9.85208,7.332358999999999
320,"Seems to run backwards in time? I'd prefer older>newer,pause,jumptorepeat",4,-9.591078,-2.459571
321,How can I add a location to favourites in the App.,0,2.3602830000000004,22.869144
322,Get it fuckin right would you,4,-4.8844852,10.917571
323,Your weather predictions are useless!!!!,4,2.8818324,10.061098
324,Brillyunt,4,-4.726759400000001,-1.7559846999999997
325,"Why does the app not retain my ""Favourite Location"" ??",0,2.5415807,22.633667000000003
326,"As I've mentioned before, I still don't seem to be able to add to ""favourite locations"". Somebery time I log in I have to go two extra steps. I'm using my iPad.",0,-3.8434381,7.518759299999999
327,@using'up@yumuuuuuu,4,18.531216,-7.3563943
328,"How do I make Mt Gambier, 256km, my default radar on the new mobile site?",1,-2.028291,-12.289451
329,Nope - will still use RainRadarAU as it shows me where I am...,4,18.232304,-6.9630103000000005
330,Can a iphone mobile phone app be developed for rain radar and weather forcasts.,1,12.765369999999999,-5.1200767
331,Need to have roads and rivers as part of default view for Darwin radar.,1,-20.163925,-0.93483907
332,Why is there a difference in the temp forcast with mobile site 22 and main Bom 26 for today Fri,4,-9.881456,7.475536999999999
333,As at 14.14 in little bay nsw 2036 the weather should be 31 not 21 degrees under the light blue category of today and seems correct for 18 degrees tonight.,4,6.328353400000001,9.088878999999999
334,"Just wondering, if the weather station at Beerburrum, Queensland. could be included on the radar image and other maps?",3,9.476828999999999,6.4673758
335,"Was looking the temperature on your app and it show a temperature of 30deg for Brisbane, and your website says 36degs for today, why is there a difference between the two?",4,6.1508,6.6979084
336,Why do you even do this,4,0.027704634,-0.64080757
337,Why is Wingham weather now based on Port Macquarie airport and not Taree Airport?,4,3.9742954,-6.753178999999999
338,"Hi, I'm just wondering why some days you have a % of rain when the amount of rain predicted is 0mm.",4,-18.64326,-6.6405616
339,Mobile site does not launch automatically from mobile device at bom.gov.au Had to manually search for it. You should enable it so it does.,4,-5.1958685,-10.779601
340,"Suburb pages should include the prcis for the closest city. For example, Downer (ACT) should include the prcis for Canberra.",3,10.076883,4.7183332
341,Oh juju,4,-6.762987,1.0561007
342,Need predicted rainfall in mm with today's info,3,-19.200127,-8.711924
343,How do I select a favourite site in the mobile bom?,0,5.033566,22.808335999999997
344,Radar page for Launceston does not show Launceston on map. Radar source needs to be West Takone.,1,-25.373307999999998,-2.1086855
345,Hlolji,4,2.9183786,2.0555413000000002
346,Even with my location service on it keeps bringing up to turn location service on. Why won't it realise that I already have it on?,0,-2.4911625,19.084476000000002
347,Ooqooqqqqqqoqq,4,5.1549544,-1.4818506999999999
348,Could we have Doppler and other radar options?,1,11.4999895,-15.595951999999999
349,I can't use the 'use my current location' function - I have an iPhone and have set it to location on but it does not work - it also doesn't show in the list of apps using location,0,-3.487546,21.537107000000002
350,"How do I download this to my mobile or is there a BOM app. for my phone?

Also just a thought. When I use preferred site oatley 2223 the result tells me the nearest station and from which it provides the data for the oatley option is the airport. Would Canterbury which is slightly further away though a similar distance inland provide  more accurate information for Oatley? From my unverified observation the airport station when I compare it to measurements I take at oatley is sometimes quite different and often closer to what I find reported for Canterbury.",4,3.4603257000000007,-8.870931
351,"Radar feature needs to centre on  location that is input. At present it only focusses on the capital city. The map also needs a Pan fagility.
Regards, peter",1,-22.35151,7.852963000000001
352,Sunrise and sunset times could be added?,4,20.782768,9.972881
353,Hi how one the mobile site of BOM does not feature UV and the sun protection times?,4,-6.301604,8.694777499999999
354,Why does it say my current location is seaford when I'm at vsrr,0,-4.1358776,18.059467
355,Radar not working. Windows phone 7.8,1,11.042086999999999,-6.2192407
356,Last message should have read 16 (today) not 15 July 2014,4,10.752153,9.739922
357,"It would be handy to have city current
temperature on this radar site",1,-0.9122396999999999,-19.264232999999997
358,The t t,4,-1.2692356000000002,1.5203563
359,Hi some of weather symbols don't show up on other areas,4,1.8127644,14.309111999999999
360,"On the mobile display you should include the day with the time and prediction, since it becomes confusing whether eg the 9:30am percent chance of rain is the one just past this morning or the 9:30 the following day.",3,-12.552615,13.665909
361,Could you include the wind direction,3,24.228673999999998,2.9102585
362,Why don't you have a Twitter acc?,4,-6.049826,-1.589705
363,Visually it's a bit complicated to understand and distinguish all the information. Maybe the use of more than one colour.,4,-13.331748000000001,-14.384163000000001
364,"Radar defaults to 128km view. should be an option to set your preferred view, which might be 256 or 512km for example",1,-20.733276,-0.044522985999999994
365,Radar frames move too quickly.  My preference would be for about a 1 sec frame advance.,1,12.558011,-12.726056
366,Telfer obs not available. Why?,4,7.2138762000000005,-23.725604999999998
367,"Would be handy to have city temps on
the radar screen",1,-1.5745102,-18.99391
368,"Love this on my Android. But not sure why I get Moorabin weather station for Mulgrave, when Scoresby station is just down the road.",4,1.9770948,-9.266875
369,Sensational!,4,-8.236925,2.5358174
370,Norwood and Newstead Tasmania both default to the Hobart radar rather than the north west Tassie one which should be the default.,1,-21.791532999999998,-1.2249246
371,HOW TO INSTALL  BOM APP ON SAMSUNG S5,2,16.096829999999997,1.5581508999999998
372,how to instal app and where,2,15.13931,0.21261674
373,Not webapp capable?!!,4,0.05576409,4.6734247
374,"for tirrannaville and goulburn nsw the local radar.displayed is sydney or wollongong rather than canberra where our rain primarily comes from.
any reason?",1,-12.414627000000001,-1.5853944
375,Needs an app so it's available with a click of a button,2,8.481233999999999,-24.35308
376,Need marine version which also provides sea and swell.,4,-19.206042999999998,8.869389
377,Could we get main roads put on the radar,1,11.343217,-17.617895
378,Found your new mobile site but where is the app icon?,2,10.073572,20.64321
379,Could do with rainfall observations,4,4.2644470000000005,-18.069385999999998
380,Would it be possible to add daily rain fall?,4,-16.77937,13.4663
381,Weather icons required as per main site to see at a glance what weather is up to!,4,-12.210133,5.4179344
382,Warrnambool needs mt gambier radar feed as weather doesn't usually come from Melbourne direction !,1,-0.38106942,-9.448235
383,Adelaide doesnt have a postcode to search by.,4,-10.855524,0.97685635
384,"Simply swipe left to right for next day, forecast instead of scrolling to bottom to select 'next day' just an idea",4,-10.21267,12.314679
385,"Looks & feels great....
Looking forward to using it.....
How far away is it ?",4,13.767369,16.486351000000003
386,"Derp, there is a tab for radar.",1,12.335932000000001,-14.149231
387,"what about including info on wind, uv & pollen counts?",3,10.147932,3.6919465
388,Cant wait for the app to be developed so I can download it!!,2,-9.090924000000001,24.852488
389,This is what I want.and I will use it when it is available.,4,7.283384,-23.681207999999998
390,The source is Pearce 50k away. There is an auto weather station just down the rd at Toodyay East,4,2.4753075,-9.480787
391,Can u make an app instead of a mobile site??? Pleeease!!!,2,-9.5973425,4.496418
392,Bring it on!,4,-2.2865154999999997,13.851587
393,Kjhb,4,-3.3029462999999994,1.5411205
394,Is/will this website be suitable for Androide mobile phones?,4,10.309319,-3.5514348
395,I cant see any mention of wind direction,3,23.719458,2.1953292
396,Very handy to check the weather for my golf games,4,-11.755195,3.491362
397,"I use road and railway lines on the main site radar image to locate myself, but I cannot find any option to add them on the mobile version.",0,10.824359,-17.960686
398,Found it.,4,-1.8635973000000001,1.3800752
399,Finally a decent weather app that stays up to date with the current status of the weather.,4,3.3817502999999998,7.8133507
400,"I use your site often to look at tide predictions in Darwin.

Is this feature able to be added to the site ?",4,19.422665,-8.946595
401,Where's the wind speed for boaters?,3,23.209423,1.7829316000000002
402,"Great,love the new look.",4,0.058075733,-13.00256
403,"Total rain fall, possibly including, month & yearly so far, with out having to go through the timeline",3,-16.771320000000003,13.467757
404,"Current location should pick up a name, currently it picks up actual coordinates which may not make much sense to users.",0,-5.1485376,17.65942
405,Quick and informative,4,-17.502762,4.111726999999999
406,"Ps, a tad slow...",4,-7.823021400000001,0.559002
407,"Quick, snappy and well formatted. No changes needed.",4,-18.91478,5.204358999999999
408,Could you setup scalable maps in the radar?,1,8.297364,14.721442999999999
409,"I follow the weather closely, lifelong habit, and I find this site very simple with all the necessary information available. Look forward to seeing the end product.",4,-15.242199,4.229221
410,Just found the radar button.,1,13.648741000000001,-15.444710999999998
411,Could you tell us the period of the day when rain is likely?,4,-16.97445,-4.1249839999999995
412,Awsome,4,-16.035423,18.571082999999998
413,👍😆,4,-1.0632347,-1.2989764
414,Would have to be more accurate than what I have now ... Bring it on!!!!,4,-2.2852554,13.850264000000001
415,Are you making a BOM weather app for android?,2,-12.228202,-19.341986
416,Looks teriffic,4,14.209418,15.740885999999998
417,Its goos,4,5.8461394,2.7740989
418,Good...Go with it,4,-2.6544757000000003,0.4653738
419,"Clear,easy to read and understand",4,12.802717,10.833509
420,So much more convenient!,4,-3.7734837999999997,-2.4641302000000005
421,About time! Any pictorials forth coming? Maps etc.,4,17.927795,10.924574
422,Will it also be an App or just the website,2,10.883538,-1.2689873
423,The radar map shows Woomera not Coober Pedy,1,8.290078,14.647511999999999
424,Humidity is incorrect,4,-10.531314,-0.12453367
425,I think it is informative but it lacks the colour and detail of the weather au site I am accustomed to. The blue is overwhelming,4,-12.6278925,-14.382368
426,Id prefer this as an android app,2,13.50045,-1.0541846000000001
427,"Please add tge barometric pressure. 
It does make a difference",4,-8.816331,-4.2376885
428,Is it possible to personalise the town/city instead of the Capital of the state?,4,2.2797656,0.90791035
429,phenomenal!! Thankyou!!,4,-0.49144703,8.236024
430,Can you provide an app that I can just click on the iPad?,2,16.146425,-1.9592694
431,Make it an app,2,-12.812907000000001,-20.81353
432,Great!!!!,4,-1.9672883,0.2537584
433,"Looks wonderful,easy to read and has all the info one needs",3,13.113975,12.055843
434,Yahhh looks great.. Thankyou!!,4,14.917604,15.686639999999999
435,Needs to be made a app,2,-21.95064,11.4412775
436,Awsome! Make it in to a app!,2,-16.791449,18.394785
437,"Seems good,will try it .",4,-4.735032,-7.1628337
438,I would use app every day,2,19.140235999999998,-4.687646
439,Looks great....Easy to read at a glance!,4,13.139914000000001,12.130201
440,Need to make an app the same as this mobile site.,2,-13.084503,-21.820349
441,"We'll done so far, very functional",4,-15.431911,8.640103
442,Radar loop is way to fast on Chrome browser for android.,1,14.195938,-17.289351999999997
443,You need an app!!,2,-21.950666000000002,11.441293
444,Could do with a bit of colour,4,-13.754309,-13.384742999999999
445,Finally.  Now just to have as a screen saver.,4,-4.730564,-17.459395999999998
446,Do a whole 24 hours in next 24 he screen,4,-5.1256742,-18.145885
447,Need longer forecast. 10 days. Very plain looking.,4,-9.780906,14.427883999999999
448,When can I download the app?,2,-9.111168,25.525671
449,Very grooved..love it.. About time,4,19.726187,9.527944
450,"For the area code 4352, you terminate at the ""h's"". The area code is big, and your database is truncate.",4,-8.252563,-8.777559
451,More colour,4,-13.578629500000002,-13.376369
452,NB what's about windscreen forecasts as we camp and travel.,4,-6.8952103000000005,12.820947
453,The upper Ovens Valley does not use omeo as an indicator. You would use Wangaratta.,4,18.56158,-7.3995565999999995
454,"Website is very usable, it would still be preferable for it to be an app rather than website based.",2,10.631044000000001,-1.5899041
455,"My need photos of sun, clouds & wind etc",3,21.847399,2.4413176
456,I like.it allot.  When will be an.app I can download?,2,-9.44003,24.854210000000002
457,Looks good.easy to view,4,13.453488,13.360306
458,swell and seas forecast with interactive maps.,4,-5.433536,13.829670000000002
459,We live in macedon and would prefer more accurate weather. Can we use the forecast on meteye,4,-6.4142127,11.853169
460,Extremely quick,4,-18.786343,5.102441000000001
461,👍,4,-0.8182739,-2.2621713
462,Tell me the weather at mt gravatt east,4,1.3520378999999998,6.962277
463,I find the site concise and functional.,4,-15.456774,8.646569
464,"Very goo 
 Look forward to full thing",4,13.955664,15.778986999999999
465,"Rain radar was only for Melbourne, will the app use your current location, or allow you to drag the map?",0,6.8637524,16.289553
466,Muchore informative than others I use,4,19.857257999999998,-7.340891
467,I'm in glen Waverley but the location says wheelers hill. Work on your GPS,0,-2.3743217,18.257448
468,Pleas make iphone app!!,2,-11.633531,-20.319643
469,Can't wait... So much more reliable than others apps!!,2,14.864681,-1.2395489
470,"When asked to find my location, said I was at Mount Waverly, I'm in Kerang.",0,-2.106424,18.128239
471,Needs radar link,1,-22.214195,5.2532125
472,I know you are using a mobile site so you can cover all mobile platforms but I would prefer an app for iPhone and iPad to this.,2,16.690931,-4.032964
473,"This gives me all the information I generally look for on a weather site, so thumbs up from me.",4,-15.310209,4.246662000000001
474,"A lot more information,fantastic!",4,-20.212736,-13.926955
475,When I load the rain radar it loads the 128km radar but my location is outside this area and it would only be shown in the 256km radar.,1,18.547804,-15.066598
476,"Really gd, simple to read. Very relevant stats etc.",4,12.291248,9.136127
477,awsome!,4,-16.035404,18.571151999999998
478,I think it's great.would lov to have it all the time,4,19.484092999999998,10.153213000000001
479,Hh,4,0.8832261,-4.365692
480,Radar need to be relevant ie if Yunta is my home the radar only shows up to Burra,1,13.841719,-14.33039
481,Can you put the marine weather on this,4,-12.002682,4.375871
482,Much clearer set up of info ...like,3,-8.60785,3.0363488
483,Luv it,4,0.8455256999999999,3.0252612
484,Cool...,4,-1.1057806000000001,3.002165
485,based the zoomed in radar on the 512 composite and not on the 128 or 256,1,12.47733,-13.341503
486,I'm not too sold on the box-y design,4,2.409688,-6.1512556
487,I really need the river levels just as handy as the rain fall for the area.,4,-11.386576,-8.685911
488,Is it possible to include surf conditions information or a link to surf forecasts or information sites?,4,11.710102000000001,3.2782674
489,Teffific new site but again when are you putting a radar at dubbo ?,1,-1.4764427,-13.7316265
490,Helpfull,4,-6.766193400000001,3.1043634
491,We need a coastal weather station at black point or Adrossan,4,0.8492052999999999,-9.219867
492,Maybe a section for aviators and or guys that use wind below the boundary level.,3,16.428839,-6.552707700000001
493,"The rain radar for one isn't of any use to lots of places. Say where I live in lameroo, SA, you need a 256k radar and actually we use the 512k one a lot also.",1,14.941715,-9.628364999999999
494,"I just followed the link on Facebook the the BOM app and I got sent to the mobile homepage, not to the app.",2,16.360052,0.66700673
495,"I used the site both with my current location and a different postcode, very quick and reliable data given. I would use the site again, or a similar downloadable app.",0,21.752995000000002,-6.345324
496,"Can you make the next day forecast a continuous click for the next 3 or 4 days, not just 24 hours.

Maybe a small symbol for the forecasted week ahead. Just to make it a quick glance, and a touch of colour.",4,-9.192903,12.457705
497,"On first glance, differentiate the days with different shades of blue on the first screen and use lighter shades of blue or maybe incorporate some lemon, especially on the second screen",4,-4.88856,-17.055119
498,I believe this will be a very handy mobile phone site. But will it be available for all mobiles or just some?,4,6.296156400000001,-23.487935999999998
499,At a quick look seems very informative!,4,-17.234795000000002,4.0754085
500,it's great...,4,-1.6455178,-1.5636988
501,Excellant first look..,4,14.206762,15.739498999999999
502,Brilliant!!!!,4,-0.17569572,1.2609988
503,I think.its unreal it should come out on a app,2,15.637204,4.438235
504,"While the seven day forcasts seem to have estimated rain, and today's forcast has 3 time zones with probability, there is nowhere on today's forcast which gives the predicted rain, either in total, or in amounts corresponding to the time periods.",4,-15.130856,-8.302284
505,The possible rainfall amount is missing on the current days report. It shows the chance of any rain at 3 times during the day but not the possible amount - the 50%-25% range,4,-12.699223,13.759576999999998
506,"Compress the footer, it is to long/large.",4,-8.278724,-4.797729
507,The main website at www.bom.gov.au should have a mobile sniffer to automatically direct to the mobile website. Otherwise the user has to know there is a mobile version and they have to put in the mobile url.,4,-4.9528375,-12.723522
508,"Too much blue, add more colours",4,-12.335446000000001,-13.335807999999998
509,It is fantastic.!,4,-20.184105,-13.915467999999999
510,"I'm just wondering if you have any plans to release a Windows Phone app in the future?

Simon",4,11.451632,-5.112923599999999
511,Smartphones rely a lot more on apps now than web pages. Is it possible to make an official app?,2,-10.739588000000001,-19.925095000000002
512,"Hi, I think you need some basic icons depicting the primary weather condition for each day.

Regards,
Derek",4,-1.2432045,10.163725
513,"We've all been waiting for this day!
However, your existing site doesn't detect mobile use. You might wanna fix that.",4,19.22912,-5.808024400000001
514,Too much blue,4,-12.083503,-14.306579999999999
515,Overlay weather station observations onto radar?,1,5.051267,-18.787563000000002
516,This is fantastic!!!!,4,-20.184128,-13.915354
